Soil_type,Temperature,Humidity,ph,Rainfall,District,Zone,Crop,Label,Suitability
Reddish Brown Earth,29.4,71.4,6.6,1165,Mullaitivu,Dry,Areca-nut,0,Not Suitable
Sandy loam,29.3,64.8,7.0,1200,Mullaitivu,Dry,Areca-nut,0,Not Suitable
Sandy regosol,28.6,74.2,5.6,1216,Mullaitivu,Dry,Areca-nut,0,Not Suitable
Loamy soil,30.4,76.0,6.8,1257,Mullaitivu,Dry,Areca-nut,0,Not Suitable
Reddish Brown Earth,29.0,63.7,6.1,1468,Mullaitivu,Dry,Areca-nut,0,Not Suitable
Loamy soils,31.0,77.8,6.6,1162,Mullaitivu,Dry,Areca-nut,0,Not Suitable
Sandy regosol,27.9,67.8,6.7,1072,Mullaitivu,Dry,Areca-nut,0,Not Suitable
Clay loam,28.6,76.3,6.3,1472,Mullaitivu,Dry,Areca-nut,0,Not Suitable
Sandy regosol,30.8,71.2,6.2,1163,Mullaitivu,Dry,Areca-nut,0,Not Suitable
Sandy loam,31.2,81.7,6.8,1469,Mullaitivu,Dry,Areca-nut,0,Not Suitable
Loamy soil,19.8,87.0,5.7,2589,Nuwara Eliya,Hill,Tea,1,Suitable
Red-Yellow Latosols,14.3,94.4,5.3,2299,Nuwara Eliya,Hill,Tea,1,Suitable
Loamy soil,17.8,94.3,5.5,2094,Nuwara Eliya,Hill,Tea,1,Suitable
Red-Yellow Latosols,15.7,84.0,5.2,2732,Nuwara Eliya,Hill,Tea,1,Suitable
Clay loam,17.3,84.8,5.3,2378,Nuwara Eliya,Hill,Tea,1,Suitable
Loam,14.5,83.0,5.2,2954,Nuwara Eliya,Hill,Tea,1,Suitable
Red-Yellow Latosols,18.1,86.2,5.0,2226,Nuwara Eliya,Hill,Tea,1,Suitable
Loam,14.5,88.2,5.1,2452,Nuwara Eliya,Hill,Tea,1,Suitable
Red-Yellow Podzolic soils,11.5,87.4,4.7,2003,Nuwara Eliya,Hill,Tea,1,Suitable
Loamy soil,20.3,89.1,5.0,2591,Nuwara Eliya,Hill,Tea,1,Suitable
Clay loam,20.0,89.6,5.0,2723,Nuwara Eliya,Hill,Tea,1,Suitable
Red-Yellow Podzolic soils,20.6,92.3,4.7,2825,Nuwara Eliya,Hill,Tea,1,Suitable
Red-Yellow Latosols,13.0,84.3,5.6,2125,Nuwara Eliya,Hill,Tea,1,Suitable
Loamy soils,10.4,81.1,4.8,2129,Nuwara Eliya,Hill,Tea,1,Suitable
Red-Yellow Latosols,12.6,92.0,4.5,2476,Nuwara Eliya,Hill,Tea,1,Suitable
Loamy soil,14.7,86.1,5.4,1937,Nuwara Eliya,Hill,Tea,1,Suitable
Red-Yellow Latosols,17.7,90.8,4.5,2674,Nuwara Eliya,Hill,Tea,1,Suitable
Loam,20.5,92.2,4.5,2885,Nuwara Eliya,Hill,Tea,1,Suitable
Red-Yellow Latosols,20.3,92.1,4.6,2805,Nuwara Eliya,Hill,Tea,1,Suitable
Loamy soil,18.1,94.4,5.2,2614,Nuwara Eliya,Hill,Tea,1,Suitable
Loamy soil,20.4,86.6,5.1,2519,Nuwara Eliya,Hill,Tea,1,Suitable
Loamy soils,20.3,81.1,5.4,2401,Nuwara Eliya,Hill,Tea,1,Suitable
Clay loam,18.7,88.7,5.7,2891,Nuwara Eliya,Hill,Tea,1,Suitable
Clay loam,10.7,86.0,4.9,1828,Nuwara Eliya,Hill,Tea,1,Suitable
Clay loam,15.9,93.7,4.7,2816,Nuwara Eliya,Hill,Tea,1,Suitable
Red-Yellow Podzolic soils,11.0,88.8,4.8,2439,Nuwara Eliya,Hill,Tea,1,Suitable
Clay loam,19.9,93.9,5.7,2283,Nuwara Eliya,Hill,Tea,1,Suitable
Red-Yellow Podzolic soils,14.2,91.1,4.7,2371,Nuwara Eliya,Hill,Tea,1,Suitable
Red-Yellow Latosols,20.2,86.8,5.0,2681,Nuwara Eliya,Hill,Tea,1,Suitable
Loamy soils,10.2,81.5,5.4,2395,Nuwara Eliya,Hill,Tea,1,Suitable
Red loam,13.7,90.4,6.3,2638,Nuwara Eliya,Hill,Cinnamon,0,Not Suitable
Sandy Clay loam,15.4,93.7,5.8,2387,Nuwara Eliya,Hill,Cinnamon,0,Not Suitable
Red-Yellow Latosols,12.2,84.6,6.2,1851,Nuwara Eliya,Hill,Cinnamon,0,Not Suitable
Red-Yellow Podzolic soils,12.7,84.6,5.5,2725,Nuwara Eliya,Hill,Cinnamon,0,Not Suitable
Red-Yellow Podzolic soils,12.7,82.5,5.1,2730,Nuwara Eliya,Hill,Cinnamon,0,Not Suitable
Clay loam,15.0,87.6,6.2,2625,Nuwara Eliya,Hill,Cinnamon,0,Not Suitable
Red-Yellow Latosols,18.9,80.7,5.4,2156,Nuwara Eliya,Hill,Cinnamon,0,Not Suitable
Red loam,11.6,84.3,5.9,2172,Nuwara Eliya,Hill,Cinnamon,0,Not Suitable
Clay loam,17.3,85.7,5.5,2663,Nuwara Eliya,Hill,Cinnamon,0,Not Suitable
Clay loam,13.2,88.1,5.0,1828,Nuwara Eliya,Hill,Cinnamon,0,Not Suitable
Loam,14.6,94.1,5.0,2666,Nuwara Eliya,Hill,Cinnamon,0,Not Suitable
Red-Yellow Podzolic soils,19.3,91.0,6.6,2533,Nuwara Eliya,Hill,Cinnamon,0,Not Suitable
Loamy soil,14.4,83.3,6.0,2414,Nuwara Eliya,Hill,Cinnamon,0,Not Suitable
Loamy soil,15.9,88.5,6.8,2938,Nuwara Eliya,Hill,Cinnamon,0,Not Suitable
Red loam,19.6,92.0,5.0,2932,Nuwara Eliya,Hill,Cinnamon,0,Not Suitable
Red-Yellow Latosols,12.9,87.4,5.9,2816,Nuwara Eliya,Hill,Cinnamon,0,Not Suitable
Clay loam,18.2,82.1,6.4,2103,Nuwara Eliya,Hill,Cinnamon,0,Not Suitable
Red-Yellow Podzolic soils,11.8,85.3,5.6,2118,Nuwara Eliya,Hill,Cinnamon,0,Not Suitable
Red-Yellow Latosols,17.8,85.5,5.0,2466,Nuwara Eliya,Hill,Cinnamon,0,Not Suitable
Clay loam,18.9,85.5,6.4,2578,Nuwara Eliya,Hill,Cinnamon,0,Not Suitable
Red-Yellow Latosols,12.3,93.3,5.7,2539,Nuwara Eliya,Hill,Cinnamon,0,Not Suitable
Loam,12.0,94.1,5.3,2706,Nuwara Eliya,Hill,Cinnamon,0,Not Suitable
Red-Yellow Latosols,13.7,92.1,6.5,2635,Nuwara Eliya,Hill,Cinnamon,0,Not Suitable
Loamy soil,14.9,90.7,5.3,2264,Nuwara Eliya,Hill,Cinnamon,0,Not Suitable
Sandy Clay loam,17.0,94.6,5.8,2173,Nuwara Eliya,Hill,Cinnamon,0,Not Suitable
Red-Yellow Latosols,17.4,88.1,6.5,2812,Nuwara Eliya,Hill,Cinnamon,0,Not Suitable
Loam,10.6,95.0,6.7,2703,Nuwara Eliya,Hill,Cinnamon,0,Not Suitable
Red-Yellow Latosols,17.2,92.8,5.6,1935,Nuwara Eliya,Hill,Cinnamon,0,Not Suitable
Sandy loam,19.6,83.0,6.5,1894,Nuwara Eliya,Hill,Cinnamon,0,Not Suitable
Loam,19.2,82.4,6.3,2825,Nuwara Eliya,Hill,Cinnamon,0,Not Suitable
Red-Yellow Podzolic soils,15.7,92.5,5.8,2303,Nuwara Eliya,Hill,Pepper,0,Not Suitable
Loamy soil,13.1,87.6,6.5,2438,Nuwara Eliya,Hill,Pepper,1,Suitable
Reddish Brown Earth,18.7,88.7,5.7,2737,Nuwara Eliya,Hill,Pepper,1,Suitable
Loam,10.6,93.1,5.8,1891,Nuwara Eliya,Hill,Pepper,0,Not Suitable
Red-Yellow Latosols,17.6,86.1,5.9,2852,Nuwara Eliya,Hill,Pepper,1,Suitable
Clay loam,10.1,84.5,6.0,2494,Nuwara Eliya,Hill,Pepper,1,Suitable
Sandy Clay loam,15.9,93.1,5.8,2895,Nuwara Eliya,Hill,Pepper,0,Not Suitable
Loam,15.1,88.2,6.8,2939,Nuwara Eliya,Hill,Pepper,1,Suitable
Loam,12.6,90.9,5.5,2254,Nuwara Eliya,Hill,Pepper,1,Suitable
Red-Yellow Podzolic soils,10.1,86.9,5.5,2386,Nuwara Eliya,Hill,Pepper,1,Suitable
Loamy soil,17.6,84.4,5.9,2472,Nuwara Eliya,Hill,Pepper,1,Suitable
Red-Yellow Latosols,11.8,86.1,6.2,2079,Nuwara Eliya,Hill,Pepper,1,Suitable
Loam,12.2,87.6,6.4,1989,Nuwara Eliya,Hill,Pepper,1,Suitable
Sandy Clay loam,18.3,81.7,5.6,2361,Nuwara Eliya,Hill,Pepper,1,Suitable
Loam,16.6,84.0,6.2,2433,Nuwara Eliya,Hill,Pepper,1,Suitable
Loam,20.2,88.2,6.0,2500,Nuwara Eliya,Hill,Pepper,1,Suitable
Red-Yellow Podzolic soils,20.4,91.7,6.6,2142,Nuwara Eliya,Hill,Pepper,1,Suitable
Loam,14.8,92.4,5.7,2787,Nuwara Eliya,Hill,Pepper,0,Not Suitable
Loamy soil,17.7,84.4,5.9,2157,Nuwara Eliya,Hill,Pepper,1,Suitable
Red-Yellow Podzolic soils,18.0,83.4,6.4,1801,Nuwara Eliya,Hill,Pepper,1,Suitable
Clay loam,11.9,81.6,6.0,2085,Nuwara Eliya,Hill,Pepper,1,Suitable
Reddish Brown Earth,15.2,80.7,6.4,2965,Nuwara Eliya,Hill,Pepper,1,Suitable
Clay loam,13.6,84.8,6.3,2338,Nuwara Eliya,Hill,Pepper,1,Suitable
Reddish Brown Earth,11.6,82.8,5.8,2831,Nuwara Eliya,Hill,Pepper,1,Suitable
Red-Yellow Latosols,14.2,93.1,5.9,2596,Nuwara Eliya,Hill,Pepper,0,Not Suitable
Red-Yellow Latosols,17.5,80.3,6.1,2683,Nuwara Eliya,Hill,Pepper,1,Suitable
Red-Yellow Latosols,18.9,94.3,6.7,2911,Nuwara Eliya,Hill,Pepper,0,Not Suitable
Red-Yellow Podzolic soils,15.6,85.4,6.4,2358,Nuwara Eliya,Hill,Pepper,1,Suitable
Loamy soil,19.7,83.1,6.6,2902,Nuwara Eliya,Hill,Pepper,1,Suitable
Red-Yellow Podzolic soils,20.8,93.2,5.6,2136,Nuwara Eliya,Hill,Pepper,1,Suitable
Red-Yellow Podzolic soils,11.2,84.4,6.7,2537,Nuwara Eliya,Hill,Areca-nut,0,Not Suitable
Sandy loam,19.9,89.4,5.8,1807,Nuwara Eliya,Hill,Areca-nut,0,Not Suitable
Red-Yellow Podzolic soils,11.1,85.4,5.6,2402,Nuwara Eliya,Hill,Areca-nut,0,Not Suitable
Red-Yellow Podzolic soils,13.8,82.7,6.2,2576,Nuwara Eliya,Hill,Areca-nut,0,Not Suitable
Loam,15.4,86.4,5.8,2947,Nuwara Eliya,Hill,Areca-nut,0,Not Suitable
Red loam,15.7,91.0,6.9,2468,Nuwara Eliya,Hill,Areca-nut,0,Not Suitable
Red loam,14.2,87.0,6.4,1906,Nuwara Eliya,Hill,Areca-nut,0,Not Suitable
Sandy loam,13.2,82.4,6.3,2453,Nuwara Eliya,Hill,Areca-nut,0,Not Suitable
Loamy soils,10.8,90.5,5.8,2549,Nuwara Eliya,Hill,Areca-nut,0,Not Suitable
Clay loam,15.2,90.8,6.1,2435,Nuwara Eliya,Hill,Areca-nut,0,Not Suitable
Red loam,13.5,89.2,6.5,2927,Nuwara Eliya,Hill,Areca-nut,0,Not Suitable
Sandy loam,10.8,86.9,5.6,2869,Nuwara Eliya,Hill,Areca-nut,0,Not Suitable
Loamy soil,20.9,94.2,6.9,1894,Nuwara Eliya,Hill,Areca-nut,0,Not Suitable
Loam,14.0,92.7,6.2,2302,Nuwara Eliya,Hill,Areca-nut,0,Not Suitable
Clay loam,17.0,91.6,6.4,1841,Nuwara Eliya,Hill,Areca-nut,0,Not Suitable
Loamy soils,12.1,85.2,6.2,2218,Nuwara Eliya,Hill,Areca-nut,0,Not Suitable
Red-Yellow Podzolic soils,13.7,81.6,5.6,1975,Nuwara Eliya,Hill,Areca-nut,0,Not Suitable
Loamy soils,15.2,94.3,6.9,1939,Nuwara Eliya,Hill,Areca-nut,0,Not Suitable
Clay loam,18.1,89.6,6.7,2574,Nuwara Eliya,Hill,Areca-nut,0,Not Suitable
Red loam,11.2,87.6,6.4,2637,Nuwara Eliya,Hill,Areca-nut,0,Not Suitable
Clay loam,19.2,81.1,6.3,2629,Nuwara Eliya,Hill,Areca-nut,0,Not Suitable
Sandy loam,14.2,85.1,6.8,2545,Nuwara Eliya,Hill,Areca-nut,0,Not Suitable
Loam,15.5,92.4,5.7,2283,Nuwara Eliya,Hill,Areca-nut,0,Not Suitable
Sandy loam,10.7,80.8,6.0,2256,Nuwara Eliya,Hill,Areca-nut,0,Not Suitable
Loam,17.9,91.1,5.8,1861,Nuwara Eliya,Hill,Areca-nut,0,Not Suitable
Loamy soil,13.0,88.2,5.7,1973,Nuwara Eliya,Hill,Areca-nut,0,Not Suitable
Red-Yellow Podzolic soils,20.4,92.1,6.1,2017,Nuwara Eliya,Hill,Areca-nut,0,Not Suitable
Red loam,13.9,91.9,5.7,2412,Nuwara Eliya,Hill,Areca-nut,0,Not Suitable
Red loam,18.1,86.0,6.1,2116,Nuwara Eliya,Hill,Areca-nut,0,Not Suitable
Loamy soils,15.5,85.1,6.1,2090,Nuwara Eliya,Hill,Areca-nut,0,Not Suitable
Loamy soils,27.1,75.0,4.6,1085,Polonnaruwa,Dry,Tea,0,Not Suitable
Red-Yellow Podzolic soils,31.6,75.0,5.1,1407,Polonnaruwa,Dry,Tea,0,Not Suitable
Loamy soils,28.4,74.2,4.8,1350,Polonnaruwa,Dry,Tea,0,Not Suitable
Reddish Brown Earth,33.3,60.3,5.6,1491,Polonnaruwa,Dry,Tea,0,Not Suitable
Reddish Brown Earth,31.8,78.7,4.7,1361,Polonnaruwa,Dry,Tea,0,Not Suitable
Clay loam,30.1,59.6,5.5,1195,Polonnaruwa,Dry,Tea,0,Not Suitable
Loamy soil,29.7,65.3,5.6,1298,Polonnaruwa,Dry,Tea,0,Not Suitable
Loam,27.3,66.5,5.4,1079,Polonnaruwa,Dry,Tea,0,Not Suitable
Sandy regosol,27.7,72.6,4.8,1143,Polonnaruwa,Dry,Tea,0,Not Suitable
Reddish Brown Earth,33.6,58.4,4.5,1219,Polonnaruwa,Dry,Tea,0,Not Suitable
Red loam,30.4,69.0,4.7,1161,Polonnaruwa,Dry,Tea,0,Not Suitable
Sandy loam,29.6,72.8,5.2,1391,Polonnaruwa,Dry,Tea,0,Not Suitable
Loamy soils,31.1,62.4,4.7,1144,Polonnaruwa,Dry,Tea,0,Not Suitable
Red-Yellow Latosols,28.7,62.9,5.2,1260,Polonnaruwa,Dry,Tea,0,Not Suitable
Sandy loam,33.6,62.3,5.6,1321,Polonnaruwa,Dry,Tea,0,Not Suitable
Reddish Brown Earth,30.9,63.6,4.6,1131,Polonnaruwa,Dry,Tea,0,Not Suitable
Reddish Brown Earth,29.1,74.4,4.8,1024,Polonnaruwa,Dry,Tea,0,Not Suitable
Red loam,31.9,75.2,5.4,1228,Polonnaruwa,Dry,Tea,0,Not Suitable
Red loam,29.7,61.5,5.3,1199,Polonnaruwa,Dry,Tea,0,Not Suitable
Red-Yellow Latosols,33.6,59.5,4.9,1254,Polonnaruwa,Dry,Tea,0,Not Suitable
Sandy loam,30.6,58.5,5.6,1157,Polonnaruwa,Dry,Tea,0,Not Suitable
Clay loam,30.9,67.9,4.9,1143,Polonnaruwa,Dry,Tea,0,Not Suitable
Red-Yellow Latosols,29.7,76.4,5.1,1484,Polonnaruwa,Dry,Tea,0,Not Suitable
Sandy loam,29.8,76.6,5.2,1213,Polonnaruwa,Dry,Tea,0,Not Suitable
Reddish Brown Earth,28.6,74.4,5.6,1266,Polonnaruwa,Dry,Tea,0,Not Suitable
Sandy loam,32.5,62.7,5.5,1358,Polonnaruwa,Dry,Tea,0,Not Suitable
Loamy soils,29.4,61.8,5.1,1001,Polonnaruwa,Dry,Tea,0,Not Suitable
Clay loam,29.5,70.2,5.6,1094,Polonnaruwa,Dry,Tea,0,Not Suitable
Reddish Brown Earth,28.8,63.0,5.1,1240,Polonnaruwa,Dry,Tea,0,Not Suitable
Red-Yellow Podzolic soils,28.5,64.0,5.4,1085,Polonnaruwa,Dry,Tea,0,Not Suitable
Red loam,32.4,68.2,6.4,1357,Polonnaruwa,Dry,Cinnamon,0,Not Suitable
Red-Yellow Latosols,28.0,79.3,5.2,1411,Polonnaruwa,Dry,Cinnamon,0,Not Suitable
Red-Yellow Latosols,28.3,60.8,6.4,1069,Polonnaruwa,Dry,Cinnamon,0,Not Suitable
Red-Yellow Latosols,30.3,75.2,6.1,1373,Polonnaruwa,Dry,Cinnamon,0,Not Suitable
Sandy loam,31.8,58.4,6.2,1156,Polonnaruwa,Dry,Cinnamon,0,Not Suitable
Red loam,27.1,58.7,6.3,1426,Polonnaruwa,Dry,Cinnamon,0,Not Suitable
Sandy regosol,28.9,73.1,5.5,1396,Polonnaruwa,Dry,Cinnamon,0,Not Suitable
Loam,27.3,78.5,5.0,1173,Polonnaruwa,Dry,Cinnamon,0,Not Suitable
Red loam,30.4,74.9,5.4,1111,Polonnaruwa,Dry,Cinnamon,0,Not Suitable
Red-Yellow Latosols,28.7,79.8,6.1,1099,Polonnaruwa,Dry,Cinnamon,0,Not Suitable
Sandy Clay loam,33.5,61.2,6.9,1485,Polonnaruwa,Dry,Cinnamon,0,Not Suitable
Sandy regosol,33.2,62.7,6.5,1317,Polonnaruwa,Dry,Cinnamon,0,Not Suitable
Loam,33.9,62.0,5.5,1383,Polonnaruwa,Dry,Cinnamon,0,Not Suitable
Sandy regosol,28.2,67.3,5.8,1397,Polonnaruwa,Dry,Cinnamon,0,Not Suitable
Sandy regosol,30.8,79.9,6.2,1200,Polonnaruwa,Dry,Cinnamon,0,Not Suitable
Red-Yellow Latosols,29.6,66.6,6.9,1348,Polonnaruwa,Dry,Cinnamon,0,Not Suitable
Sandy Clay loam,30.8,74.9,5.3,1045,Polonnaruwa,Dry,Cinnamon,0,Not Suitable
Red-Yellow Latosols,30.5,58.4,5.9,1126,Polonnaruwa,Dry,Cinnamon,0,Not Suitable
Loam,27.1,63.8,6.1,1257,Polonnaruwa,Dry,Cinnamon,0,Not Suitable
Red loam,33.5,72.2,6.8,1207,Polonnaruwa,Dry,Cinnamon,0,Not Suitable
Loam,32.5,62.4,6.3,1065,Polonnaruwa,Dry,Cinnamon,0,Not Suitable
Red loam,30.9,75.4,6.2,1369,Polonnaruwa,Dry,Cinnamon,0,Not Suitable
Sandy Clay loam,33.9,69.7,6.6,1057,Polonnaruwa,Dry,Cinnamon,0,Not Suitable
Sandy regosol,28.8,75.1,6.3,1479,Polonnaruwa,Dry,Cinnamon,0,Not Suitable
Red loam,31.2,68.1,5.6,1182,Polonnaruwa,Dry,Cinnamon,0,Not Suitable
Reddish Brown Earth,31.5,74.5,5.2,1339,Polonnaruwa,Dry,Cinnamon,0,Not Suitable
Loam,30.5,75.4,6.0,1238,Polonnaruwa,Dry,Cinnamon,0,Not Suitable
Loam,32.4,72.5,6.8,1205,Polonnaruwa,Dry,Cinnamon,0,Not Suitable
Sandy loam,28.1,79.9,4.8,1059,Polonnaruwa,Dry,Cinnamon,0,Not Suitable
Sandy regosol,33.2,63.4,6.6,1365,Polonnaruwa,Dry,Cinnamon,0,Not Suitable
Loam,33.0,79.8,6.4,1147,Polonnaruwa,Dry,Pepper,0,Not Suitable
Loamy soil,27.8,66.9,6.0,1424,Polonnaruwa,Dry,Pepper,0,Not Suitable
Red-Yellow Latosols,31.1,69.1,6.8,1323,Polonnaruwa,Dry,Pepper,0,Not Suitable
Sandy Clay loam,27.4,70.6,6.1,1432,Polonnaruwa,Dry,Pepper,0,Not Suitable
Sandy loam,27.5,70.3,5.7,1166,Polonnaruwa,Dry,Pepper,0,Not Suitable
Clay loam,32.9,69.5,6.5,1467,Polonnaruwa,Dry,Pepper,0,Not Suitable
Loamy soil,31.9,58.1,5.8,1214,Polonnaruwa,Dry,Pepper,0,Not Suitable
Red-Yellow Latosols,33.4,61.8,6.2,1143,Polonnaruwa,Dry,Pepper,0,Not Suitable
Clay loam,28.8,62.6,5.6,1300,Polonnaruwa,Dry,Pepper,0,Not Suitable
Loamy soil,27.4,66.2,6.2,1360,Polonnaruwa,Dry,Pepper,0,Not Suitable
Loamy soil,30.0,70.4,6.7,1183,Polonnaruwa,Dry,Pepper,0,Not Suitable
Loam,27.4,72.8,6.5,1446,Polonnaruwa,Dry,Pepper,0,Not Suitable
Sandy regosol,28.3,64.5,5.6,1359,Polonnaruwa,Dry,Pepper,0,Not Suitable
Loamy soil,32.7,73.8,5.6,1365,Polonnaruwa,Dry,Pepper,0,Not Suitable
Loam,32.0,73.0,5.6,1415,Polonnaruwa,Dry,Pepper,0,Not Suitable
Red-Yellow Latosols,27.2,66.2,6.2,1074,Polonnaruwa,Dry,Pepper,0,Not Suitable
Sandy Clay loam,33.4,66.6,5.5,1422,Polonnaruwa,Dry,Pepper,0,Not Suitable
Reddish Brown Earth,28.2,58.7,6.7,1164,Polonnaruwa,Dry,Pepper,0,Not Suitable
Reddish Brown Earth,27.7,71.3,6.7,1226,Polonnaruwa,Dry,Pepper,0,Not Suitable
Sandy regosol,27.9,62.7,6.1,1015,Polonnaruwa,Dry,Pepper,0,Not Suitable
Loam,28.9,77.1,6.3,1302,Polonnaruwa,Dry,Pepper,0,Not Suitable
Sandy Clay loam,30.7,60.0,6.8,1223,Polonnaruwa,Dry,Pepper,0,Not Suitable
Sandy loam,32.8,77.7,5.6,1412,Polonnaruwa,Dry,Pepper,0,Not Suitable
Red-Yellow Latosols,28.6,58.1,5.6,1152,Polonnaruwa,Dry,Pepper,0,Not Suitable
Loamy soil,30.3,72.9,6.5,1437,Polonnaruwa,Dry,Pepper,0,Not Suitable
Loamy soil,33.6,59.2,6.4,1006,Polonnaruwa,Dry,Pepper,0,Not Suitable
Red-Yellow Latosols,29.0,63.6,5.9,1165,Polonnaruwa,Dry,Pepper,0,Not Suitable
Red-Yellow Latosols,30.6,67.7,6.4,1256,Polonnaruwa,Dry,Pepper,0,Not Suitable
Loam,29.7,63.5,6.0,1083,Polonnaruwa,Dry,Pepper,0,Not Suitable
Loamy soil,32.2,74.6,5.8,1333,Polonnaruwa,Dry,Pepper,0,Not Suitable
Reddish Brown Earth,31.1,70.6,6.3,1242,Polonnaruwa,Dry,Areca-nut,0,Not Suitable
Sandy regosol,30.4,70.4,5.7,1358,Polonnaruwa,Dry,Areca-nut,0,Not Suitable
Reddish Brown Earth,32.2,61.0,7.0,1033,Polonnaruwa,Dry,Areca-nut,0,Not Suitable
Clay loam,33.7,59.3,5.8,1222,Polonnaruwa,Dry,Areca-nut,0,Not Suitable
Red loam,30.4,76.3,6.5,1475,Polonnaruwa,Dry,Areca-nut,0,Not Suitable
Loamy soils,29.5,71.3,6.9,1156,Polonnaruwa,Dry,Areca-nut,0,Not Suitable
Clay loam,33.1,70.3,5.9,1162,Polonnaruwa,Dry,Areca-nut,0,Not Suitable
Red loam,27.2,75.9,6.0,1225,Polonnaruwa,Dry,Areca-nut,0,Not Suitable
Reddish Brown Earth,30.3,76.0,6.8,1062,Polonnaruwa,Dry,Areca-nut,0,Not Suitable
Sandy loam,33.3,78.8,5.8,1199,Polonnaruwa,Dry,Areca-nut,0,Not Suitable
Sandy regosol,29.6,65.3,6.4,1088,Polonnaruwa,Dry,Areca-nut,0,Not Suitable
Loamy soil,30.3,77.0,6.5,1016,Polonnaruwa,Dry,Areca-nut,0,Not Suitable
Sandy loam,32.3,74.7,6.6,1443,Polonnaruwa,Dry,Areca-nut,0,Not Suitable
Red loam,33.5,65.3,5.5,1252,Polonnaruwa,Dry,Areca-nut,0,Not Suitable
Reddish Brown Earth,27.0,63.3,5.9,1050,Polonnaruwa,Dry,Areca-nut,0,Not Suitable
Reddish Brown Earth,28.2,58.6,5.5,1455,Polonnaruwa,Dry,Areca-nut,0,Not Suitable
Loamy soils,32.2,61.3,6.8,1456,Polonnaruwa,Dry,Areca-nut,0,Not Suitable
Reddish Brown Earth,31.6,72.8,7.0,1003,Polonnaruwa,Dry,Areca-nut,0,Not Suitable
Clay loam,33.1,77.7,6.0,1330,Polonnaruwa,Dry,Areca-nut,0,Not Suitable
Sandy regosol,33.3,64.4,5.6,1281,Polonnaruwa,Dry,Areca-nut,0,Not Suitable
Sandy loam,33.5,61.1,6.3,1112,Polonnaruwa,Dry,Areca-nut,0,Not Suitable
Reddish Brown Earth,32.3,71.6,5.5,1116,Polonnaruwa,Dry,Areca-nut,0,Not Suitable
Reddish Brown Earth,32.3,79.7,6.2,1405,Polonnaruwa,Dry,Areca-nut,0,Not Suitable
Red loam,33.3,67.0,6.2,1262,Polonnaruwa,Dry,Areca-nut,0,Not Suitable
Loamy soils,30.1,75.1,6.0,1263,Polonnaruwa,Dry,Areca-nut,0,Not Suitable
Reddish Brown Earth,28.8,58.8,5.8,1292,Polonnaruwa,Dry,Areca-nut,0,Not Suitable
Reddish Brown Earth,28.0,72.4,6.6,1341,Polonnaruwa,Dry,Areca-nut,0,Not Suitable
Loamy soil,30.5,77.7,6.7,1468,Polonnaruwa,Dry,Areca-nut,0,Not Suitable
Reddish Brown Earth,31.4,64.7,5.9,1491,Polonnaruwa,Dry,Areca-nut,0,Not Suitable
Clay loam,28.4,67.7,7.0,1028,Polonnaruwa,Dry,Areca-nut,0,Not Suitable
Sandy regosol,31.1,66.1,5.1,1228,Puttalam,Dry,Tea,0,Not Suitable
Loamy soils,27.2,67.2,5.0,1258,Puttalam,Dry,Tea,0,Not Suitable
Clay loam,32.3,59.5,4.7,1011,Puttalam,Dry,Tea,0,Not Suitable
Red-Yellow Podzolic soils,29.6,71.9,5.0,1314,Puttalam,Dry,Tea,0,Not Suitable
Loamy soil,31.1,69.4,4.7,1021,Puttalam,Dry,Tea,0,Not Suitable
Sandy regosol,33.8,67.4,4.9,1391,Puttalam,Dry,Tea,0,Not Suitable
Sandy regosol,31.9,59.5,5.2,1031,Puttalam,Dry,Tea,0,Not Suitable
Loamy soil,29.2,58.4,4.5,1031,Puttalam,Dry,Tea,0,Not Suitable
Red-Yellow Podzolic soils,31.9,64.8,4.7,947,Puttalam,Dry,Tea,0,Not Suitable
Clay loam,27.7,67.3,5.5,947,Puttalam,Dry,Tea,0,Not Suitable
Clay loam,27.1,60.0,5.4,1345,Puttalam,Dry,Tea,0,Not Suitable
Red loam,27.5,71.4,5.6,1147,Puttalam,Dry,Tea,0,Not Suitable
Clay loam,31.2,68.6,4.8,1397,Puttalam,Dry,Tea,0,Not Suitable
Loamy soil,31.4,64.2,4.5,920,Puttalam,Dry,Tea,0,Not Suitable
Reddish Brown Earth,27.8,68.0,5.2,1184,Puttalam,Dry,Tea,0,Not Suitable
Loamy soil,27.2,64.4,5.0,1362,Puttalam,Dry,Tea,0,Not Suitable
Loamy soil,31.4,70.6,5.2,1292,Puttalam,Dry,Tea,0,Not Suitable
Loamy soils,33.0,62.8,4.8,1344,Puttalam,Dry,Tea,0,Not Suitable
Sandy loam,29.0,56.1,5.0,1298,Puttalam,Dry,Tea,0,Not Suitable
Red-Yellow Latosols,28.6,59.6,5.6,1351,Puttalam,Dry,Tea,0,Not Suitable
Reddish Brown Earth,30.9,67.3,5.0,1137,Puttalam,Dry,Tea,0,Not Suitable
Loam,33.4,57.5,4.9,1109,Puttalam,Dry,Tea,0,Not Suitable
Sandy loam,30.5,64.2,4.7,1159,Puttalam,Dry,Tea,0,Not Suitable
Sandy regosol,30.6,59.8,4.6,992,Puttalam,Dry,Tea,0,Not Suitable
Red-Yellow Podzolic soils,32.3,63.5,5.4,1213,Puttalam,Dry,Tea,0,Not Suitable
